Enrollment_No,Student_Name,Surname,Gender,Department,Class,Semester,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,CGPA,HackerRank_Score,LeetCode_Problems_Solved,GitHub_Repositories,Projects_Completed,Internship_Completed,Primary_Skill,Secondary_Skill,Preferred_Domain,Preferred_Location,Expected_Salary_LPA,Communication_Skill_Rating
316,Student315,Surname315,Female,ICT,4EK2,8,6.324184863630592,8.659646897948871,8.23902273455353,6.017453078601236,9.730842032531045,7.833294378350302,8.647338340455992,9.20958412221453,55,220,3,5,No,AI,DevOps,Software Dev,Ahmedabad,10.292517698724055,4
317,Student316,Surname316,Male,ICT,4EK1,8,6.880732807799245,9.181799843158917,8.109598488490706,6.667812354988795,8.177015864454791,7.404877549395124,8.534846399062117,9.445672184382069,66,112,6,1,Yes,Data Science,DevOps,Web Dev,Bangalore,9.457644812530619,2
318,Student317,Surname317,Male,IT,4EK2,8,8.733035054638384,9.70871127791781,8.877414489476635,8.852184202537275,6.801128071470504,6.375106105028066,8.373845530818896,6.549200130862281,75,196,6,7,No,AI,DevOps,Data Science,Bangalore,8.625827496182897,4
319,Student318,Surname318,Male,AI,4EK3,8,6.304523437961201,6.938568327421814,9.561032212071208,8.665541654312825,8.467134431410164,7.944521940859696,6.064973772837815,9.809547009594898,70,277,2,3,No,Python,DevOps,Software Dev,Bangalore,6.525142476328636,2
320,Student319,Surname319,Female,ICT,4EK3,8,9.404827656195074,7.597263663237232,6.3176263385721185,9.864190020514709,8.971525974671756,9.682958601370542,8.91511221780259,7.315290471394437,57,99,18,8,Yes,AI,ML,Data Science,Bangalore,6.328161140695551,1
321,Student320,Surname320,Female,IT,4EK1,8,7.980586108055897,6.609664053321669,8.92598596136145,9.044151161003132,8.951669573416101,6.160236476202778,7.294121649941966,8.64925495492288,70,210,2,3,Yes,Java,Cloud,AI,Remote,9.002777747109622,2
322,Student321,Surname321,Male,AI,4EK3,8,7.922346309306592,9.969934008633501,6.749647776390329,9.803090830925353,8.08579609666752,7.165843653975175,8.660223956026524,9.007300583826725,60,190,12,1,No,AI,Database,Web Dev,Pune,4.927237757155789,5
323,Student322,Surname322,Female,CSE,4EK3,8,8.36963113863807,9.708003871697182,9.432708212628656,8.810162006139228,6.273834877334313,6.830163744822814,8.226313714008613,9.247784938551533,87,127,5,5,Yes,Web Dev,Cloud,AI,Remote,7.088225082897619,5
324,Student323,Surname323,Female,IT,4EK1,8,9.298723863700596,8.159828521122238,9.276254055446625,7.192208834557773,7.484451753720512,6.952586614662785,7.370923701711629,9.78299880890372,57,297,7,2,No,Java,Cloud,Software Dev,Ahmedabad,6.887751296521195,3
325,Student324,Surname324,Female,AI,4EK2,8,7.391236831608772,9.368133177505685,8.163175019942177,6.4214596890034255,9.68306643385343,9.633738207517501,6.538305068416431,7.251678192115291,91,146,16,4,Yes,Python,Database,Data Science,Remote,10.045593619010411,4
326,Student325,Surname325,Female,AI,4EK2,8,8.712064610236254,8.083831909088168,8.840971194493246,9.127295453379743,8.337795639029704,7.872276216937161,6.377675590641924,9.434025818206218,73,239,1,1,No,Java,DevOps,Software Dev,Hyderabad,3.800187604356295,4
327,Student326,Surname326,Male,IT,4EK2,8,8.262927855983165,8.49434275201104,7.257400452734993,8.576596885903664,8.153327773022854,7.865197651759275,9.326073332448894,6.526747613744828,84,270,1,9,No,Web Dev,ML,AI,Bangalore,12.95602416318114,2
328,Student327,Surname327,Male,CSE,4EK1,8,7.068113080677685,6.356497728464067,7.884671595731259,6.192744049573185,7.075414057528774,9.042302569821128,9.673590168326232,8.82016362541437,63,92,17,6,No,Python,ML,Software Dev,Hyderabad,9.748540564612826,4
329,Student328,Surname328,Female,IT,4EK3,8,9.514519945420632,9.021081681987232,9.286547590841886,7.440201863603914,7.473795679666315,6.617968816019703,8.599152187057198,8.967910918055944,63,226,1,8,Yes,Data Science,Cloud,Cybersecurity,Hyderabad,11.049920169311225,5
330,Student329,Surname329,Female,AI,4EK2,8,9.189704086427712,6.51085393454094,7.837060788692856,9.827199261937144,9.581384356612677,7.949061416400204,6.4137364594419335,8.710892964805282,59,85,13,4,No,Web Dev,Database,AI,Ahmedabad,11.437126845113195,1
331,Student330,Surname330,Male,ICT,4EK2,8,8.633807338633702,9.304270521010114,7.431193061301768,8.001604582840805,8.665852190107342,7.719940856484239,7.6081088675529625,7.009258944540612,61,171,9,9,Yes,Python,UI UX,Software Dev,Bangalore,6.497809642110438,2
332,Student331,Surname331,Male,ICT,4EK1,8,9.402326916376968,9.128112350681544,7.9768497890012,7.730916544078818,9.14954810700933,8.387642762186625,8.91575680042063,9.492172588060814,87,157,15,2,No,AI,DevOps,Data Science,Hyderabad,8.644458808618399,4
333,Student332,Surname332,Female,IT,4EK2,8,9.46917680383921,8.834978790971906,9.312997009748873,7.830798420637176,7.8173816922706205,9.998230813001754,9.119283536040273,6.6754338534815805,93,59,3,9,No,Java,Cloud,Software Dev,Ahmedabad,14.474951470436007,5
334,Student333,Surname333,Male,AI,4EK1,8,8.83345190686014,6.1446415220990485,7.340832189483491,6.835530896020655,8.520988877824632,9.077795576328189,6.472874489164354,6.214539166083323,95,144,14,5,No,Python,ML,Data Science,Bangalore,12.200462855961778,3
335,Student334,Surname334,Female,ICT,4EK3,8,9.348053313454688,7.212513423781314,6.695046372542976,7.474828683459181,6.99353443497283,7.591462812069709,6.00012287538153,8.869859962447649,83,55,11,6,No,Java,Database,Cybersecurity,Pune,14.634682502678224,4
336,Student335,Surname335,Female,AI,4EK1,8,8.789885846677134,7.052450279643372,8.848056081323122,7.479253023948706,8.821843321133946,9.310212209096187,8.84854818352242,7.901902860930935,90,106,12,3,No,AI,Database,Software Dev,Ahmedabad,11.95505214175546,1
337,Student336,Surname336,Male,IT,4EK1,8,8.720563087041201,7.440545629886076,9.303912850832328,6.20942008074989,7.710405334813349,6.682833453249921,7.426384703944823,9.396392079834705,59,178,13,4,Yes,Python,Cloud,Cybersecurity,Remote,5.107201676502209,1
338,Student337,Surname337,Male,ICT,4EK1,8,8.474445512860736,6.350570987055354,6.402549914094133,9.070270514071673,7.770182059258982,6.12185474523584,7.017925326473041,7.533588564233035,66,120,13,6,Yes,Data Science,UI UX,AI,Bangalore,3.774430606136115,4
339,Student338,Surname338,Female,AI,4EK1,8,9.010866558230564,9.747831292124252,6.959496451023779,7.666017727615516,8.597289298307526,6.817793489857092,6.051589879158102,6.673114354030851,66,235,1,7,Yes,Web Dev,ML,Data Science,Hyderabad,9.931937240635964,4
340,Student339,Surname339,Female,ICT,4EK3,8,6.634420421172295,8.215208962849506,6.567887959043976,9.288719547265693,9.745122485875706,7.361646224457038,8.161197627045999,9.345768769879479,52,268,10,1,No,Python,Cloud,AI,Hyderabad,7.293759356431314,5
341,Student340,Surname340,Male,IT,4EK3,8,9.523483036795714,7.222097242632094,7.3917656463286665,9.401392004479582,6.256025386434484,8.04232302983824,9.404602941703928,8.195638526560288,80,70,3,7,No,AI,UI UX,Data Science,Remote,6.305494921658043,4
342,Student341,Surname341,Female,AI,4EK2,8,9.487374110980928,7.587926068297134,7.80140391562165,6.847976218794632,9.29897294938803,8.460516562164798,9.830526585090352,6.7567831695614196,50,141,4,1,Yes,Python,Database,Cybersecurity,Remote,12.68653195710501,3
343,Student342,Surname342,Male,ICT,4EK3,8,6.116989132138237,7.788810162019343,8.995305347853225,8.629413928680513,7.169532441648773,9.642422868857686,8.262979802453156,8.881535994345782,61,176,16,5,No,Java,DevOps,Web Dev,Hyderabad,7.403919204983368,5
344,Student343,Surname343,Female,IT,4EK3,8,9.303267002259052,8.40237733344247,8.604590339526696,7.889127216651927,7.775677818025511,8.03941603820183,8.057845310959577,8.044454553958001,88,129,8,6,No,Python,ML,Software Dev,Bangalore,6.804011636811647,2
345,Student344,Surname344,Male,ICT,4EK2,8,6.515479469893781,8.062717710785991,8.483714269913724,9.52062695168594,6.087653315100036,8.005102578502918,6.340225541956965,8.41725192896128,53,105,16,2,No,Data Science,ML,Cybersecurity,Ahmedabad,13.199851118028125,3
346,Student345,Surname345,Male,ICT,4EK3,8,7.340475417036568,9.67756789285767,7.409499786438618,6.862962716705816,7.204184311337253,6.200972039291928,8.195491206170399,7.8435933528263275,91,287,17,9,Yes,Python,UI UX,Data Science,Remote,13.155448037837521,5
347,Student346,Surname346,Male,CSE,4EK1,8,8.974033025166431,7.987853931623321,9.36579021233904,8.711252801240176,8.010524970520521,6.139646210624895,7.519916315861579,9.314835935272026,62,264,19,6,Yes,Web Dev,Cloud,Data Science,Remote,7.276399653060679,5
348,Student347,Surname347,Female,CSE,4EK1,8,6.643039584193232,9.96863205929325,7.885148669592658,8.43100848901089,6.224704309389756,8.204639847665488,8.428541123534307,9.3182508627322,83,165,15,7,Yes,Python,Database,Data Science,Remote,12.989984411831594,1
349,Student348,Surname348,Female,IT,4EK2,8,9.271868096476249,9.405699830980383,9.916419752060618,7.181205910287331,7.96438291753266,7.752714452993378,7.554905391506187,8.837555287297544,91,197,16,8,Yes,Java,UI UX,Data Science,Pune,13.209341883991925,5
350,Student349,Surname349,Male,CSE,4EK2,8,9.328536711830967,6.834042057429343,8.536568553182947,6.5464036146046904,9.70844251543371,9.356721579921194,6.9611964938014665,6.421605509585849,70,279,15,1,Yes,Python,DevOps,Software Dev,Bangalore,8.087166420355995,3
351,Student350,Surname350,Female,IT,4EK2,8,8.029870935043345,9.722380858575665,6.5050589662580105,8.606559041909106,6.421572872431221,6.642718338847381,6.379861100913506,9.355415447616275,71,231,2,8,No,Data Science,DevOps,AI,Bangalore,3.7976775625100587,4
352,Student351,Surname351,Male,CSE,4EK1,8,6.025543486867335,6.465465591541904,8.704710248301737,8.954389832529323,9.057762912302017,6.099886648468198,7.259673778355583,8.684051922131639,53,74,11,4,No,AI,DevOps,Web Dev,Bangalore,3.019015733596081,3
353,Student352,Surname352,Male,ICT,4EK3,8,7.148152532699651,9.269798833964767,7.300416061726796,7.2625093750533996,7.6386842135039705,7.796155071720504,6.386579337151009,8.788096664017198,67,205,1,8,No,Python,UI UX,Software Dev,Bangalore,9.27950955466794,2
354,Student353,Surname353,Female,IT,4EK1,8,8.467707673502968,7.52249317390632,8.74530878674439,8.579330416089256,8.620694858097352,6.94991422700903,6.707587803295936,7.451931361615486,54,54,15,6,No,Python,Database,Data Science,Bangalore,7.128905920444268,5
355,Student354,Surname354,Female,IT,4EK2,8,9.924744712109694,9.511897281780278,6.278564592649623,7.580523630446013,7.040946391940917,6.19845749335535,9.949344634318184,9.517118224628026,68,169,19,9,Yes,Web Dev,ML,Software Dev,Hyderabad,14.965582729900392,5
356,Student355,Surname355,Male,ICT,4EK3,8,8.527254108066673,9.472226760429802,6.699525748703838,8.85282753313047,6.637969050165433,8.898393147390516,7.776414227626475,8.90148640093943,51,70,4,4,Yes,Data Science,Cloud,Cybersecurity,Remote,12.26893199552741,5
357,Student356,Surname356,Female,IT,4EK3,8,7.039214324256639,9.223701600470484,9.422949035623144,6.796861099576212,6.641850457084906,6.44637199982899,8.127487066020066,6.450361866116777,61,67,11,2,No,AI,ML,Data Science,Hyderabad,12.13530547620495,5
358,Student357,Surname357,Female,IT,4EK1,8,8.536022812398446,9.160121745228246,6.9087182280940596,9.560860010544697,6.281967782572579,8.433278000031088,9.494474114948861,7.631112137624651,66,224,5,2,Yes,Java,Database,Web Dev,Pune,14.462913219448124,1
359,Student358,Surname358,Male,CSE,4EK2,8,8.159941518863421,7.218716556392163,9.34816450097176,7.149638385862319,6.742586819604972,7.124199000667557,9.982275601962751,9.545521447840567,59,247,3,5,No,Python,ML,Data Science,Ahmedabad,13.65269277471985,1
360,Student359,Surname359,Male,IT,4EK1,8,9.119381580604575,6.323677132205009,7.117104353817641,7.471143951024612,8.656877539955874,6.693984201420088,8.330857797378727,6.1887868067895155,83,106,13,9,No,AI,UI UX,Web Dev,Remote,6.818249753476664,4
361,Student360,Surname360,Female,AI,4EK3,8,6.427922555307834,7.611920715060646,8.57152764023483,6.232367808321399,9.526762447374033,7.519006091677269,9.249895284176686,9.845666478568198,55,142,10,3,No,Java,DevOps,Web Dev,Pune,4.991846659246516,5
362,Student361,Surname361,Male,ICT,4EK1,8,9.044111610008112,6.694098059946034,8.776602294039325,6.446048849285106,9.256502742364647,9.205783104891815,7.307764097346701,8.716650273278251,57,68,11,8,No,Data Science,Database,AI,Hyderabad,11.950707180785788,2
363,Student362,Surname362,Male,CSE,4EK1,8,8.165066314704442,8.779804355609848,8.050619012580212,8.063447610849312,8.740537239497936,7.56837430761829,7.222975829789164,8.525503910573507,60,177,18,4,Yes,Data Science,Database,AI,Ahmedabad,7.539286724194476,4
364,Student363,Surname363,Female,CSE,4EK2,8,9.851968015435979,7.384398906151143,7.221242706786925,7.070370706911886,6.441727453644411,9.003078596844222,7.610814883978241,7.082237025951965,61,146,2,6,No,AI,ML,Software Dev,Pune,8.678071819571478,5
365,Student364,Surname364,Male,AI,4EK2,8,7.367488664154744,9.90244080343966,6.8505775054843845,9.341920902968777,7.156749785183799,6.501945187196602,8.690029050694596,6.995167154956708,58,242,7,6,Yes,Java,UI UX,Software Dev,Ahmedabad,10.564772775297923,1
366,Student365,Surname365,Male,ICT,4EK3,8,8.530487572535792,8.563888309381328,6.132757418249705,6.058773554619815,7.239227501289876,9.091085678660317,8.728766757020395,9.768232877954382,51,286,9,3,No,Data Science,ML,Web Dev,Pune,13.894472123222888,2
367,Student366,Surname366,Female,ICT,4EK1,8,9.72811242204007,9.289922254537444,7.215785604962895,7.516376194687744,6.999827785590485,6.947733299626595,7.260957738597803,7.1930898169364905,57,180,10,5,No,AI,ML,Data Science,Hyderabad,8.029053044051592,4
368,Student367,Surname367,Female,CSE,4EK1,8,6.410038911962717,6.530098690967394,8.612651162125132,7.349382187076371,8.060022638838893,8.709572519555492,6.532839696546515,9.102021186875998,60,219,18,3,No,Data Science,Database,Cybersecurity,Ahmedabad,12.399802682632336,2
369,Student368,Surname368,Male,IT,4EK1,8,9.748913948945805,9.44805792909049,9.753219273793931,6.077310523670404,8.14221525951869,8.263126219363986,8.529585025862033,7.572487192828317,85,70,7,1,No,Data Science,ML,Cybersecurity,Pune,6.2200774952958895,5
370,Student369,Surname369,Male,CSE,4EK3,8,8.751542889203254,9.691028762053577,9.484817929052209,6.497473596002041,7.427543900684441,9.71657886884675,6.5133034487550585,6.557016283138816,59,276,7,7,Yes,Data Science,DevOps,Data Science,Hyderabad,11.375661491083363,3
371,Student370,Surname370,Female,ICT,4EK3,8,6.271348236420687,7.948247675275743,9.064259106141211,7.654570699674541,7.415156634945744,7.549290071901256,8.31397003291732,6.042861190781435,70,282,3,4,No,Web Dev,ML,Data Science,Remote,3.0189530529349424,2
372,Student371,Surname371,Female,AI,4EK2,8,7.203854267787265,8.42501175100391,9.153789373013195,7.9714583377897865,9.314222391624325,6.264660755337761,8.773688512225236,8.177029348061003,69,89,12,7,Yes,Java,DevOps,AI,Hyderabad,13.458086561887617,2
373,Student372,Surname372,Female,CSE,4EK2,8,8.832688354581126,9.059239203611982,8.659939613903981,7.617158989019476,9.157171393278743,6.076621942205012,8.802445985577807,9.90311527419573,97,116,7,3,No,AI,Database,Cybersecurity,Hyderabad,3.36455495945355,1
374,Student373,Surname373,Female,ICT,4EK2,8,6.269402405875087,6.69935450904165,7.041147430264012,8.123750713648375,7.231183326722983,9.307434243891013,9.013888442638386,7.4765447752368175,57,202,17,5,No,AI,UI UX,Web Dev,Remote,11.55304505715101,5
375,Student374,Surname374,Male,CSE,4EK1,8,8.328681840705093,8.01026430585377,9.628780122823319,8.380526699622726,9.655153775493037,8.098942550645729,9.491437686262659,7.428769335972179,85,176,1,5,No,Java,DevOps,Software Dev,Hyderabad,3.5550982711354067,2
376,Student375,Surname375,Female,IT,4EK1,8,7.383532227811827,7.594652111089252,8.682929247623337,6.0396952845113425,9.811260068010025,9.100976207339798,7.999835967859154,7.376366471397768,78,286,5,2,Yes,Java,UI UX,AI,Remote,6.194948392728041,5
377,Student376,Surname376,Female,CSE,4EK2,8,8.483662071069908,6.5854959686489964,8.24176252392176,7.8563806378140155,7.306970168120163,6.937702400046058,8.920996758118285,8.082175349219433,91,279,16,2,No,Java,UI UX,Cybersecurity,Remote,8.966428842678637,1
378,Student377,Surname377,Male,CSE,4EK1,8,6.182968135250052,7.470137689166126,6.443957876853924,9.853996963550353,7.4176997951722194,7.3803349820529345,8.476690941463346,7.762659533697175,61,286,15,4,No,Java,DevOps,Data Science,Remote,8.039264224178858,5
379,Student378,Surname378,Female,ICT,4EK2,8,9.486147224609505,6.272689237541974,7.788222175225702,8.076129120518194,8.022536613687835,6.120415488845276,6.74655975919073,9.519658506908058,63,104,2,4,No,Python,Database,Cybersecurity,Pune,5.302033375212127,1
380,Student379,Surname379,Male,ICT,4EK3,8,9.893955876709587,6.103247627797948,7.841433084807705,8.710169069835812,9.764483250134694,9.845969298296449,6.102758579477633,8.02208316689396,97,261,9,4,No,AI,Cloud,Web Dev,Ahmedabad,7.005778940510849,1
381,Student380,Surname380,Female,ICT,4EK2,8,9.875511421142766,6.540665156619291,9.45825443809068,7.247455431667532,9.505277732569246,8.671471626803253,7.1381655427077355,8.031031352754276,99,229,7,6,No,Python,UI UX,AI,Pune,11.732476440731604,4
382,Student381,Surname381,Female,CSE,4EK3,8,8.9986073269717,9.852460446356694,8.186592880751153,9.09596551261105,6.410271850334359,9.732820351037224,7.772134825350477,6.553486378882226,70,221,4,2,Yes,Data Science,UI UX,Data Science,Remote,11.031085110955779,5
383,Student382,Surname382,Female,IT,4EK1,8,6.520344960522528,8.198118143580068,7.521602195881639,9.09168592750446,7.570922973085665,7.06198562971629,8.468423777714625,9.930958163641543,71,158,18,6,Yes,Data Science,Database,Web Dev,Ahmedabad,3.8617750051669884,3
384,Student383,Surname383,Male,AI,4EK2,8,9.03305278371609,9.86328864461288,9.907201314042638,8.085184190616555,8.213484758999087,8.445854444902643,9.399837322012822,6.999891563475319,70,147,4,7,No,AI,Database,Software Dev,Ahmedabad,11.967789906874636,4
385,Student384,Surname384,Male,AI,4EK1,8,6.098347665835206,7.7299915133205275,6.442882373305263,9.904055293116855,8.01252989020616,8.71399987317055,6.784982866824663,6.29345626983841,93,262,13,3,No,Data Science,ML,AI,Remote,3.6365505743643403,1
386,Student385,Surname385,Female,ICT,4EK3,8,6.088494206115989,7.247264532341038,7.690193713247778,6.502200859050614,6.775452271747571,7.270198801030354,6.502199159593909,8.652584995900835,99,233,1,8,Yes,Java,Database,Web Dev,Ahmedabad,9.515116669197413,3
387,Student386,Surname386,Male,ICT,4EK3,8,7.2944408765981645,8.024567451360976,6.168098700685621,6.067790659558324,9.435267084672619,9.39243694006252,9.85391978989731,8.38146548062749,79,232,3,2,No,Python,UI UX,Web Dev,Ahmedabad,6.120752976506288,2
388,Student387,Surname387,Male,CSE,4EK3,8,7.954572761618663,7.758046754531641,8.959616483067721,9.080632847028383,8.707763131987349,9.788645851600991,6.432178237505628,7.6605826159709824,88,161,16,8,Yes,Java,DevOps,Data Science,Pune,10.052281530717826,2
389,Student388,Surname388,Male,AI,4EK1,8,9.081629671231173,6.422658737046976,9.672306208796602,9.22862214945953,9.351633499407214,9.539420470784018,7.913964280428757,7.688768935522712,69,264,4,5,No,Data Science,Cloud,Software Dev,Ahmedabad,6.135940751290822,4
390,Student389,Surname389,Male,ICT,4EK1,8,8.733181506426021,8.563305258760824,7.120149318201958,6.480828916482305,9.43505711739789,8.95626790375749,8.342254915173207,9.140255684185725,73,247,16,2,No,Python,ML,Web Dev,Remote,14.819495635509973,3
391,Student390,Surname390,Male,IT,4EK1,8,7.783610825506994,6.864152730038398,9.433366707196484,7.062331331834424,8.99342341466296,7.109858718899816,8.165497683629752,6.782850560398597,72,164,19,7,Yes,Java,DevOps,AI,Bangalore,6.716738204730382,5
392,Student391,Surname391,Male,IT,4EK1,8,7.094506665126664,8.478351819591317,7.168872921847591,6.070209453466516,7.756842404998869,7.126464168422527,6.344128628131773,9.281013275779559,56,166,1,2,No,AI,Cloud,Web Dev,Bangalore,5.903527628093952,3
393,Student392,Surname392,Female,ICT,4EK3,8,9.988498000630845,8.600804369592613,9.643080646575662,7.173234443122259,8.442187020061699,9.853441281784152,6.228107656014478,8.594988455580072,58,254,5,6,Yes,Java,Cloud,Cybersecurity,Bangalore,6.341583490984152,4
394,Student393,Surname393,Female,ICT,4EK3,8,7.704725208943891,6.608099412514592,9.015847614387136,9.092567495674686,6.641461624478973,6.041137983742768,6.421933709844143,7.6758790951180975,50,290,19,3,Yes,Data Science,Cloud,AI,Remote,13.757674287111545,5
395,Student394,Surname394,Male,AI,4EK2,8,7.805548097318702,6.245398508442673,9.219627107365755,8.071842110850316,8.69458166989963,8.864199892968578,8.34235073549045,7.832114466335474,75,136,11,9,Yes,Python,DevOps,AI,Bangalore,10.634625944032138,5
396,Student395,Surname395,Female,AI,4EK2,8,6.654495284766677,9.12304634427376,6.072026222401818,7.392382372673152,6.717013022957123,8.82498465022105,8.177379550537285,7.026588828744384,87,250,13,3,No,AI,ML,Web Dev,Pune,11.768209169049317,2
397,Student396,Surname396,Female,CSE,4EK1,8,9.179238194999717,7.83920169507728,9.851241428296104,7.486957179625321,8.775798362040627,8.490758163799189,6.934963168146977,9.008457330787898,87,130,5,3,Yes,Python,ML,Data Science,Remote,14.016126121132205,3
398,Student397,Surname397,Female,AI,4EK3,8,8.774728903125954,6.232655182021903,8.906683968281293,6.005414502861873,6.918392643015874,9.960435384347463,8.551096567382366,8.051498969221072,93,115,4,5,Yes,AI,Cloud,AI,Remote,13.94246981814009,5
399,Student398,Surname398,Female,IT,4EK3,8,6.883078451155042,9.979465268679068,7.219004381544533,7.199202110260943,6.47020520060088,7.247517743054901,9.280270008222598,7.283418170999374,71,68,4,7,No,Python,DevOps,Cybersecurity,Remote,11.867350158944731,4
400,Student399,Surname399,Male,IT,4EK3,8,6.329524182463371,6.2311222439854665,9.317578659435387,8.585834966551722,6.66113796057183,7.359887455172993,6.166315839386375,8.3842004630438,93,260,4,8,No,Data Science,Cloud,Data Science,Ahmedabad,5.373893146095875,2
401,Student400,Surname400,Female,ICT,4EK2,8,8.721997208298852,8.780140915434213,7.12608479365972,9.896777775265429,6.007968540876281,6.315757611786222,7.99251977419217,9.982937808205293,59,297,4,7,No,AI,Database,Data Science,Ahmedabad,13.120479848100066,5
402,Student401,Surname401,Female,AI,4EK2,8,8.618044857124541,9.934715701053655,9.491015358264512,9.388243307935598,8.874958471414121,7.77119254617495,8.757241648410762,7.741049118626215,55,184,18,9,No,Web Dev,ML,Data Science,Ahmedabad,5.445312410292765,3
403,Student402,Surname402,Male,CSE,4EK3,8,7.093038107992838,6.9567204168637025,6.450321561647748,6.0943798585821165,8.929604196233516,7.044194104939392,7.009247708278748,9.682765603114479,66,167,18,5,No,Python,UI UX,AI,Hyderabad,11.914785769181183,2
404,Student403,Surname403,Male,IT,4EK3,8,9.803454249001641,6.568997474748785,8.814743909843184,9.594242418699357,8.059733399653037,7.373546808710577,7.231083621172596,7.380067359698264,99,240,16,3,No,Python,Cloud,Data Science,Pune,11.227236798538492,3
405,Student404,Surname404,Female,IT,4EK3,8,6.604231567123601,6.485539757689716,8.16279390657964,9.132793653194504,6.645451204221535,9.33828716102251,8.454551611957536,6.2189308276999435,87,91,9,6,Yes,Java,Database,Web Dev,Remote,12.106666201685359,3
406,Student405,Surname405,Female,CSE,4EK2,8,7.729339204170408,7.213100590270383,6.386137880781764,9.121504494283922,6.334217350042759,9.741938054109983,9.591741173774947,6.816968425473716,73,91,18,5,No,AI,ML,Data Science,Remote,9.392228168565788,3
407,Student406,Surname406,Female,CSE,4EK3,8,9.774463680670396,6.404183244042587,6.967575313035356,7.831983036014286,6.076515865749148,6.742932288020743,9.239697681211597,7.674780573310737,59,108,2,4,Yes,Web Dev,DevOps,Cybersecurity,Ahmedabad,10.664714186990636,2
408,Student407,Surname407,Female,IT,4EK3,8,7.678909267704489,8.768645366776529,6.049616145109259,7.592021171818011,6.662992707860883,7.490035726213863,8.332520876398334,6.878539714378276,57,69,4,2,No,Data Science,ML,Software Dev,Remote,14.439840965211063,5
409,Student408,Surname408,Female,IT,4EK1,8,8.554103790656342,6.24916719252025,7.875071861858023,7.21166291533277,9.563422139932587,9.714522248461577,8.920886871028998,6.000908152873022,70,122,12,7,Yes,Java,DevOps,Cybersecurity,Remote,4.213063130090578,1
410,Student409,Surname409,Female,CSE,4EK1,8,7.590377591851177,8.037688512599159,7.2050610430400015,6.262779435817463,6.966147366806727,6.2472338427568905,7.459289880831195,9.660006150990109,55,66,7,5,Yes,Web Dev,DevOps,AI,Bangalore,6.70616729737944,5
411,Student410,Surname410,Male,IT,4EK2,8,7.096860809394681,9.986787415411907,8.393429937191035,6.912941453974796,7.417085308868863,6.369442112445514,8.56386211239503,9.375517644923717,70,76,15,4,No,AI,Cloud,Data Science,Remote,10.33628415718059,2
412,Student411,Surname411,Female,ICT,4EK3,8,9.935910591839313,9.255881078024075,7.188951230834469,6.986414539912099,6.421381937925332,6.6511639568249175,7.864726364510227,8.969168925947788,88,224,7,8,No,Web Dev,Cloud,Data Science,Hyderabad,14.568649561577871,1
413,Student412,Surname412,Female,ICT,4EK3,8,7.637336025260172,8.460877752924043,7.199676446027938,7.936308278840807,6.889445218992681,8.380851336507499,6.759744545830244,6.6712583825841145,73,51,17,9,Yes,Python,ML,Web Dev,Ahmedabad,4.146893371951213,1
414,Student413,Surname413,Male,CSE,4EK1,8,9.576396814716539,7.225014483146447,8.972772794926414,8.989777626386775,8.076898283120821,6.601889084023989,8.806953095509028,6.481454304839945,82,112,16,9,No,Python,Database,Data Science,Pune,3.270590658361037,1
415,Student414,Surname414,Male,AI,4EK2,8,6.919818423564345,8.495583345166555,6.192571343913414,7.895239313591786,8.43101073238261,9.872305525802934,8.225858549395287,6.270418997889532,67,111,19,3,No,Java,ML,Cybersecurity,Pune,3.668995181643936,4
416,Student415,Surname415,Male,CSE,4EK1,8,6.852418816100333,8.108165855646607,9.61157998076795,6.231377797788642,6.981409256664844,7.786858109034082,7.434486327814366,8.896116755091684,77,149,9,3,Yes,AI,UI UX,AI,Bangalore,3.6288682375343857,2
417,Student416,Surname416,Male,CSE,4EK1,8,6.124536331538046,7.704333535561486,9.409055497564726,9.831159203952815,6.230928636900469,8.006071841400665,9.645356760314524,9.71523184275154,81,68,14,5,Yes,AI,DevOps,Software Dev,Pune,13.893790293328852,4
418,Student417,Surname417,Female,AI,4EK1,8,8.60666730150354,6.522841506960798,8.671218732905626,9.770897276376449,7.564131476509594,6.986634463221626,6.083736471306933,7.722143283652148,61,66,17,5,Yes,Web Dev,DevOps,Data Science,Pune,11.655094895205897,1
419,Student418,Surname418,Female,AI,4EK1,8,7.474105374895045,9.546416860961866,8.372886280429537,9.140758172593634,6.936813483705336,7.8838410097389335,7.2630926049979845,6.476562687984193,97,118,5,2,No,Java,Cloud,Software Dev,Ahmedabad,11.125276394355339,4
420,Student419,Surname419,Female,AI,4EK3,8,9.457432999358549,7.7991385952852905,9.569209992558608,9.965311606256883,6.878215692919207,8.647654530548046,6.227525591110586,8.049571282928426,91,216,2,1,No,AI,Database,Data Science,Ahmedabad,9.270873843141715,4
421,Student420,Surname420,Female,ICT,4EK3,8,7.892839626766229,6.778490047283061,6.741320718114858,8.177929331201051,9.83945121085382,9.004708547816172,9.066109264886508,7.3953276298345205,76,259,16,8,No,Python,Cloud,AI,Hyderabad,12.383431403665822,2
